sample-index,text
sample-016614,and in that mood he was grateful to be in love
sample-016615,the omens will begin insistently to speak of it and you'll try to ignore them
sample-016616,the ashtray was empty
sample-016617,get me a pitcher's glove
sample-016618,looking at the sun he calculated that he would reach tarifa before midday
sample-016619,but i didn't kill anybody
sample-016620,it's what you have always wanted to accomplish
sample-016621,all the joy he had seen that morning had suddenly disappeared
sample-016622,she spoke swedish he spoke spanish
sample-016623,i want to talk to both of you
sample-016624,i'm never more aware of a room's acoustics than when i'm trying to enjoy a snack i have no intention of sharing
sample-016625,the five french tourists stepped over the excited bulldogs
sample-016626,speak to the hand that wrote all said the sun
sample-016627,the boy didn't say anything
sample-016628,they never found the secret
sample-016629,i have to find a man who knows that universal language
sample-016630,but as he saw them lying there on the ground another phrase came to his mind
sample-016631,i'm going to them
sample-016632,then came the night of the first falling star
sample-016633,as i watched the planet seemed to grow larger and smaller
sample-016634,from atop its walls one can catch a glimpse of africa
sample-016635,wait till you try to turn around
sample-016636,why didn't they wake me
sample-016637,maybe that's why they give up on it so early too
sample-016638,i thought about the difficulties in translation that might arise
sample-016639,dusk was falling as the boy arrived with his herd at an abandoned church
sample-016640,you're a smart young woman
sample-016641,i'm not very good at this
sample-016642,the alchemist removed the pan from the fire and set it aside to cool
sample-016643,i've just sworn in four hundred deputies
sample-016644,he heard a muffled grating sound and saw the black mark jerk forward an inch or so
sample-016645,they shouted consolation and promises and went off back to the town again to get help
sample-016646,that guy over there likes to drink a lot talk a lot but do nothing
sample-016647,if it were he would already have heard of it
sample-016650,as he looked at the stones he felt relieved for some reason
sample-016651,two days later the merchant spoke to the boy about the display
sample-016652,the stranger was speaking of things that very few people knew about
sample-016653,the drawer was stuck closed
sample-016654,everyone has his or her own way of learning things he said to himself
sample-016655,he had seen the shooting star and was persuaded that a meteorite lay somewhere nearby
sample-016656,should i understand the emerald tablet the boy asked
sample-016657,you shouldn't be here the alchemist answered
sample-016668,i'm never more aware of a room's acoustics than when i'm trying to enjoy a snack i have no intention of sharing
sample-016669,that sobered him a little
sample-016678,she supports a mother and two kids
sample-016679,i didn't do anything
sample-016680,the other son was a poet and delighted all of rome with his beautiful verses
sample-016681,i wished i had a light to smoke by
sample-016682,the old man leafed through the book and fell to reading a page he came to
